Codice          |Cod.commerciale   |Descrizione                             |Costruttore |Descrizione supplementare
HHSENS_SQ119    |IGT203            |PROX.M18 CORTO PNP CONN.M12 CORPO INOX  |IFM         |

HHSENS_SQ120    |IGT205            |PROX.M18 LUNGO 2/3 FILI CONN.M12 C.INOX |IFM         |

HHSENS_SQ121    |AZ16-12 ZVRK      |FINECORSA A CHIAVE 1 N.O. + 2 N.C.      |SCHMERSAL   |

HHSENS_SQ122    |AZ15-16 B2        |CHIAVE SNODATA PER FINECORSA            |SCHMERSAL   |

HHSENS_SQ123    |E2EG-X18MB1       |PROXIMITY M30 PORT.MAGG.NON SCH.CAVO 2MT|OMRON       |

HHSENS_SQ124    |440H-S34021       |FINECORSA SICUREZZA A CAMME 1NO + 1NC   |GUARDMASTER |

HHSENS_SQ125    |ZS 255-11Z-M20    |FINECORSA A PULSANTE 1 NO + 1NC USC.M20 |SCHMERSAL   |

HHSENS_SQ126    |IE5295            |PROXIMITY M8 PNP CONN.M12 CORPO INOX    |IFM         |

HHSENS_SQ127    |440P-MRPS11B      |FINECORSA A ROTELLA 1NC + 1NO           |GUARDMASTER |

HHSENS_SQ128    |AZ15-16 B1        |CHIAVE FISSA PER FINECORSA              |SCHMERSAL   |

HHSENS_SQ129    |IM5133            |SENSORE INDUTTIVO 40X40MM PNP CONN.M12  |IFM         |

HHSENS_SQ130    |E2A-M18KS08-M1-B2 |PROXIMITY 24VDC A CONNETTORE M18 N.C.   |OMRON       |

HHSENS_SQ131    |440H-S34019       |FINECORSA SICUREZZA A CAMME 2NC M16     |GUARDMASTER |

HHSENS_SQ132    |XS6 08B1PAM12     |PROXIMITY M8 PNP A CONNETTORE M12       |TELEMECANIQU|

HHSENS_SQ133    |FGR2009           |FINECORSA ROTATIVO 4 CONTATTI 100 GIRI  |GIOVENZANA  |

HHSENS_SQ134    |CRSMBR-20         |SUPPORTO SENSORE PER CILINDRI INOX D.20 |FESTO       |

HHSENS_SQ135    |IGT204            |PROX.M18 CORTO PNP CON.M12 CORPO INOX NC|IFM         |

HHSENS_SQ136    |MK72-S02-EX       |BARRIERA 24V PER ELETTOVALVOLE          |TURCK       |

HHSENS_SQ137    |440G-S36001       |FINECORSA 2NC+1NO CON BOBINA 24VAC/DC   |GUARDMASTER |

HHSENS_SQ138    |440K-C21055       |FINECORSA A CHIAVE 2NC + 1NO            |GUARDMASTER |

HHSENS_SQ139    |440K-A21030       |CHIAVE SEMIFLESSIBILE PER FINECORSA     |GUARDMASTER |

HHSENS_SQ140    |IW050BM65VB3      |PROXIMITY M18 PNP A CONNETTORE          |WENGLOR     |

HHSENS_SQ141    |NI10-M18Y1X-H1141 |PROXIMITY NAMUR M18 A CONNETTORE        |TURCK       |

HHSENS_SQ142    |IGB3008BBPKGMV4A6M|PROX.M18 CORTO PNP CAVO 6M INOX IGT206  |IFM         |

HHSENS_SQ143    |XCS-E7311         |FINECORSA DI SICUR.CON BOB.DI SGANCIO   |TELEMECANIQU|

HHSENS_SQ144    |XCS-Z03           |CHIAVE PER FINECORSA DI SICUREZZA       |TELEMECANIQU|

HHSENS_SQ145    |440K-MT55075      |FINECORSA DI SICUREZZA                  |ALLEN BRADLE|

HHSENS_SQ146    |XCK-M110H29       |FINECORSA A PULSANTE 1NC + 1NO M20X1,5  |TELEMECANIQU|

HHSENS_SQ147    |ZCK-M1H29         |CORPO PER TESTINE M20X1,5               |TELEMECANIQU|

HHSENS_SQ148    |NBB5-18GM50-E2-V1 |PROXIMITY M18 PNP A CONNETTORE          |PEPPERL+FUCH|

HHSENS_SQ149    |ZCMD21L2          |CORPO PER FINECORSA CON CAVO 2M NC + NO |TELEMECANIQU| SE ABBINATO AD HHSENS_SQ150 SOSTITUISCE IL CODICE HHSENS_SQ024

HHSENS_SQ150    |ZCE02             |TESTA PER FINECORSA A ROTELLA           |TELEMECANIQU| NON VENDIBILE SEPARATAMENTE DA HHSENS_SQ149

HHSENS_SQ151    |XS5 08B1PAM8      |PROXIMITY M8 PNP A CONNETTORE M8        |TELEMECANIQU|

HHSENS_SQ152    |NJ40+U10+E2       |SENS.DI PROSSIMITA`55MM - PNP - QUADRO  |PEPPERL+FUCH|10-60VDC RILEVAMENTO MASSIMO 40MM

HHSENS_SQ153    |XCS-A801          |FINECORSA DI SICUREZZA A CHIAVE 3N.C.   |TELEMECANIQU|CUSTODIA METALLICA

HHSENS_SQ154    |XS8-C1A1PAL01M12  |SENS.DI PROSSIMITA`40MM - PNP - QUADRO  |TELEMECANIQU|DIM.40X40X15 PORTATA 25MM CAVO CONN.M12

HHSENS_SQ155    |XS8-E1A1PAL01M12  |SENS.DI PROSSIMITA`PIATTO               |TELEMECANIQU|

HHSENS_SQ156    |IFT200            |PROX.M12 CORTO PNP CONN.M12 CORPO INOX  |IFM         |IFB3007-BPKG/M/V4A/US

HHSENS_SQ157    |ZS 355-11Z-M20    |FINECORSA A PULSANTE 1 NO + 1NC USC.M20 |SCHMERSAL   |COD.ARTICOLO 101156134

HHSENS_SQ158    |Y92-B12           |MORSETTO PER SENSORE M12                |OMRON       |

HHSENS_SQ159    |Y92-B30           |MORSETTO PER SENSORE M30                |OMRON       |

HHSENS_SQ160    |XS8-D1A1PAM12     |SENS.DI PROSSIMITA`60MM - PNP - QUADRO  |TELEMECANIQU|

HHSENS_SQ161    |XSZ-BD10          |ADATTATORE PER XS-D                     |TELEMECANIQU|PER HHSENS_SQ160 QUANDO SOSTITUISCE HHSENS_SQ093

HHSENS_SQ162    |440N-Z21S16H      |FINECORSA DI SICUREZZA MAGNETICO        |ALLEN BRADLE|SENSAGUARD 2 N.C.+1 N.O. CONNETTORE M12 8PIN-MICRO CON ATTUATORE PLASTICO M18

HHSENS_SQ163    |IW080BM50VB3      |PROXIMITY M18 PNP A CONNETTORE          |WENGLOR     |CORTO

HHSENS_SQ164    |361-4911          |INTERRUTTORE DI PROSSIMITA' A LAMELLA   |R.S.        |

HHSENS_SQ165    |361-4927          |MAGNETE PER SENSORE HHSENS_SQ164        |R.S.        |

HHSENS_SQ166    |DW-AS-503-M30-002 |SENSORE DI PROSSIMITA'PNP M30 N.O. CONN.|CONTRINEX   |PORTATA MAGGIORATA

HHSENS_SQ167    |289-7783          |INTERRUTTORE DI PROSSIMITA' A LAMELLA   |R.S.        |CUSTODIA IN POLIPROPILENE

HHSENS_SQ168    |289-7812          |MAGNETE PER SENSORE HHSENS_SQ167        |R.S.        |CUSTODIA IN POLIPROPILENE

HHSENS_SQ169    |FR692-D1          |FINECORSA A CHIAVE                      |PIZZATO     |

HHSENS_SQ170    |E2A-M12KS04-M1-B1 |PROXIMITY M12 PNP A CONNETTORE          |OMRON       |NORMALMENTE APERTO

HHSENS_SQ171    |440H-E22027       |FINECORSA SICUR.A CAMME 1NO+2NC         |GUARDMASTER |USCITA A PRESSACAVO M16

HHSENS_SQ172    |570500            |FINECORSA SICUREZZA A RITENUTA MAGNETICA|PILZ        |500N - PSEN SL

HHSENS_SQ173    |IM72-11EX/L       |BARRIERA 24V PER ELETTOVALVOLE          |TURCK       |CODICE 7520703

HHSENS_SQ174    |802B-PSADBSX      |FINECORSA A ROTELLA                     |ALLEN BRADLE|

HHSENS_SQ175    |440N-Z21S26H      |FINECORSA DI SICUREZZA MAGNETICO        |ALLEN BRADLE|SENSAGUARD 2 N.C.+1 N.O. CONNETTORE M12 8PIN-MICRO CON ATTUATORE PLASTICO M30

HHSENS_SQ176    |BNS 260-11ZG-ST-R |FINECORSA DI SICUREZZA MAGNETICO        |SCHMERSAL   |CODICE ARTICOLO 1184367

HHSENS_SQ177    |BPS 260-1         |AZIONATORE PER FINECORSA MAGNETICO      |SCHMERSAL   |CODICE ARTICOLO 1184395

HHSENS_SQ178    |CSS8-180-2P+D-M-ST|FINECORSA DI SICUREZZA MAGNETICO        |SCHMERSAL   |CODICE ARTICOLO 1209595 2NC+1NO CONNETTORE M12 8PIN-MICRO

HHSENS_SQ179    |CST 180-1         |ATTUATORE PER FINECORSA MAGNETICO       |SCHMERSAL   |CODICE ARTICOLO 1177198 PER FINECORSA SERIE CSS

HHSENS_SQ180    |E2A-M08LS02M1C1   |PROXIMITY 24VDC NPN A CONNETTORE M8     |OMRON       |

HHSENS_SQ181    |E2A-M18LS08M1C1   |PROXIMITY 24VDC NPN A CONNETTORE M18    |OMRON       |

HHSENS_SQ182    |IFT204            |PROX.M12 CORTO PNP CON.M12 CORPO INOX NC|IFM         |

HHSENS_SQ183    |IM020BM70VB3      |PROXIMITY M8 PNP A CONNETTORE M12       |WENGLOR     |

HHSENS_SQ184    |440G-T27251       |FINECORSA 2NC+1NO CON BOBINA 24VAC/DC   |GUARDMASTER |

HHSENS_SQ185    |SMBR-16           |SUPPORTO SENSORE PER CILINDRI INOX D.16 |FESTO       |

HHSENS_SQ186    |IW080BM50VA3      |PROXIMITY M18 PNP A CONNETTORE          |WENGLOR     |CORTO - N.C.+N.O.

HHSENS_SQ187    |541009            |FINECORSA DI SICUREZZA MAGNETICO        |PILZ        |

HHSENS_SQ188    |574337            |SENSORE MAGNETICO PER CILINDRI          |FESTO       |

HHSENS_SQ189    |GHS0300MD601A2    |SENSORE MAGNETICO DI POSIZIONE          |MTS SENSORS |

HHSENS_SQ190    |440N-Z18PT        |ATTUATORE PER FINECORSA                 |ALLEN BRADLE|

HHSENS_SQ191    |SC1-1211069       |FINECORSA DI SICUREZZA MAGNETICO        |SCHMERSAL   |CODICE ARTICOLO MZM 100 BST-1P2PW2REM-A

HHSENS_SQ192    |101204290         |ATTUATORE PER FINECORSA                 |SCHMERSAL   |CODICE ARTICOLO MZM 100-B1.1

HHSENS_SQ193    |541080            |ATTUATORE PER FINECORSA                 |PILZ        |

HHSENS_SQ194    |440G-M3NBGDH-AC   |FINECORSA 2NC+1NO CON BOBINA 24VAC/DC   |GUARDMASTER |

HHSENS_SQ195    |872C-D2NP8-D4     |PROXIMITY M8 PNP A CONNETTORE M12       |ALLEN BRADLE|

HHSENS_SQ196    |SC1-1210642       |TARGET DI REGOLAZIONE                   |SCHMERSAL   |

HHSENS_SQ197    |E2A-M18KS08WPC1 2M|PROXIMITY 24VDC NPN M18                 |OMRON       |CAVO 2M

HHSENS_SQ198    |440N-G02149       |FINECORSA DI SICUREZZA MAGNETICO        |ALLEN BRADLE|FERROGUARD 2 N.C.+1 N.O. CONNETTORE M12 8PIN-MICRO CORPO INOX

HHSENS_SQ199    |IFT206            |SENSORE M12 PNP CAVO 6MT INOX IP69K     |IFM         |

HHSENS_SQ200    |IIT205            |PROX.M30 PNP CONN.M12 CORPO INOX        |IFM         |

HHSENS_SQ201    |2TLA042022R1000   |MAGNE 2A CON PIASTRA DI FISSAGGIO ED EVA|JOKAB SAFETY|

HHSENS_SQ202    |1055198           |SENSORE DI PROSSIMITA' M8 INOX          |SICK        |PNP-N.O.-CONN.M12 IME08-1B5PSVC0SS25

HHSENS_SQ203    |6035460           |SENSORE DI PROSSIMITA' M12 INOX         |SICK        |PNP-N.O.-CONN.M12 IMF12-04BPSVC0S

HHSENS_SQ204    |6035476           |SENSORE DI PROSSIMITA' M18 INOX         |SICK        |PNP-N.O.-CONN.M12 IMF18-08BPSVC0S

HHSENS_SQ205    |IM1-22EX-T        |BARRIERA INTRINSECA 2 CAN.X SENSORI     |TURCK       |

HHSENS_SQ206    |IME-DO-11EX-L     |BARRIERA 24V PER ELETTOVALVOLE          |TURCK       |

HHSENS_SQ207    |181000            |BARRIERA INTRINSECA 2 CAN.X SENSORI     |PEPPERL+FUCH|CODICE: KFD2-ST2-EX2

HHSENS_SQ208    |242031            |BARRIERA 24V PER ELETTOVALVOLE          |PEPPERL+FUCH|CODICE: KFD0-SD2-EX1-1045

HHSENS_SQ209    |LMT110            |SENSORE LIVELLO OLIO                    |IFM         |LMACE-A12E/QPKG/1/US 24VDC PNP CONN. M12

HHSENS_SQ210    |MK5900            |SENSORE MAGNETICO PER CILINDRI          |IFM         |CONN.M8-PNP-PER SCANALATURA A T

HHSENS_SQ211    |E11975            |ADATT.DI FISSAGGIO PER CILINDRI D10-16  |IFM         |PER GOLA A T SU CILINDRI TONDI

HHSENS_SQ212    |E11976            |ADATT.DI FISSAGGIO PER CILINDRI D20-25  |IFM         |PER GOLA A T SU CILINDRI TONDI

HHSENS_SQ213    |AZM161SK12/12RK024|ELETTROSERRATURA DI SICUREZZA           |SCHMERSAL   |CODICE ARTICOLO 101164207

HHSENS_SQ214    |AZM161-B6         |CHIAVE SNODATA PER FINECORSA            |SCHMERSAL   |CODICE ARTICOLO 101144420

HHSENS_SQ215    |NJ4-12GM40-E2-V1  |SENSORE INDUTTIVO M12 IP67 INOX 4PIN    |PEPPERL+FUCH|

HHSENS_SQ216    |7014-12341-2141000|CAVO CONN. 90GR. M12 10METRI PCV-OB INOX|PEPPERL+FUCH|

HHSENS_SQ217    |1634897           |SENSORE DI PROSSIMITA' IN INOX          |TURCK       |COD. BI8U-EM18MWD-VP44X-H1141 MONTAGGIO A FILO, M18 PNP NO/NC

HHSENS_SQ218    |ZCP29M12          |CORPO PER FINECORSA NC+NO               |TELEMECANIQU|

HHSENS_SQ219    |ZCE07             |ATTUATORE A MOLLA PER FINECORSA         |TELEMECANIQU|PER HHSENS_SQ218

HHSENS_SQ220    |570600            |FINECORSA SICUREZZA A RITENUTA MAGNETICA|PILZ        |1000N - PSEN SL

HHSENS_SQ221    |101211070         |FINECORSA DI SICUREZZA MAGNETICO        |SCHMERSAL   |CONN.M12 8 POLI COD. MZM-100BST2-1P2PW2RE-A

HHSENS_SQ222    |IE5366            |SENSORE DI PROSSIMITA' M8 INOX          |IFM         |PNP-N.O.-CONN.M8 3 POLI

HHSENS_SQ223    |IE5381            |PROXIMITY M8 PNP CONN.M12               |IFM         |FREQUENZA MAX 1KHZ

HHSENS_SQ224    |AMX5 M12          |FINECORSA DI SICUREZZA MAGNETICO        |COMITRONIC  |FURTIF 2N.C.+1N.O. CONNETTORE M12 8PIN-MICRO CON TESTIMONE 

HHSENS_SQ225    |NI3-EG08K-Y1-H1341|PROXIMITY NAMUR M8 A CONNETTORE         |TURCK       |

HHSENS_SQ226    |4602210           |PROXIMITY INDUTTIVO M8 CONNET. M12 4P   |TURCK       |COD. BI1,5-EG08WD-AP6X-H1341, PNP NO IP68-IP69K  

HHSENS_SQ227    |1634816           |PROXIMITY INDUTTIVO M18 CONNET. M12 4P  |TURCK       |COD. BI8U-EM18WD-AP6X-H1141, PNP NO IP68-IP69K 

HHSENS_SQ228    |4669050           |PROXIMITY INDUTTIVO M8 CONNET. M12 4P   |TURCK       |COD. BI1,5-EG08K-AP6X-H1341, PNP NO IP67

HHSENS_SQ229    |IG510A            |SENSORE DI PROSSIMITA' M18 INOX ATEX    |IFM         | A SICUREZZA AUMENTATA EX-D

HHSENS_SQ230    |543861            |SENSORE MAGNETICO PER CILINDRI          |FESTO       |CONN.M8-PNP-PER SCANALATURA A T

HHSENS_SQ231    |SZ 4315.700       |FINECORSA A PULSANTE                    |RITTAL      |

HHSENS_SQ232    |4600555           |PROXIMITY INDUTTIVO M8 CONNET. M12 4P   |TURCK       |COD. BI1,5U-EGT08-AP6X-H1341, PNP N.O. IP68, CORPO IN TEFLON 

HHSENS_SQ233    |1644730           |PROXIMITY INDUTTIVO M18 CONNET. M12 4P  |TURCK       |COD. BI8U-MT18-AP6X-H1141, PNP N.O. IP68, CORPO IN TEFLON 

HHSENS_SQ234    |440G-LZS21UPRH    |FINECORSA SICUREZZA CON BLOCCO ELETTRICO|ALLEN BRADLE|1300N

HHSENS_SQ235    |IFT210            |SENSORE DI PROSSIMITA' INDUTTIVO        |IFM         |DIAMETRO 12MM CORPO LISCIO INOX PNP CONNETTORE M12

HHSENS_SQ236    |E11530            |STAFFA PER SENSORE DI PROSSIMITA'       |IFM         |MOLLETTA DI FISSAGGIO INOX PER HHSENS_SQ235

HHSENS_SQ237    |IGT211            |SENSORE DI PROSSIMITA' INDUTTIVO        |IFM         |DIAMETRO 18MM CORPO LISCIO INOX PNP CONNETTORE M12

HHSENS_SQ238    |E11531            |STAFFA PER SENSORE DI PROSSIMITA'       |IFM         |MOLLETTA DI FISSAGGIO INOX PER HHSENS_SQ237

HHSENS_SQ239    |541209            |FINECORSA DI SICUREZZA MAGNETICO        |PILZ        |PSENCODE 2N.C.+1N.O. CONNETTORE M12 8PIN-MICRO CON TESTIMONE

HHSENS_SQ240    |D4N-1131          |FINECORSA A PULSANTE 1 N.O. + 1 N.C.    |OMRON       |

HHSENS_SQ241    |GHS0300MD601A0    |SENSORE MAGNETICO DI POSIZIONE 4-20MA   |MTS SENSORS |

HHSENS_SQ242    |GHB0300MD601A2    |SENSORE MAGNETICO DI POSIZIONE 0-20MA   |MTS SENSORS |

HHSENS_SQ243    |HPH10000300AUL/CUL|CUSTODIA HPH CERTIFICATA UL/CUL         |MTS SENSORS |

HHSENS_SQ244    |574341            |FINECORSA ATEX PER CILINDRI             |FESTO       |REED

HHSENS_SQ245    |575815            |KIT DI FISSAGGIO PER FINECORSA          |FESTO       |

HHSENS_SQ246    |871TS-NM12BP18-D4 |SENSORE DI PROSSIMITA' INDUTTIVO        |ALLEN BRADLE|DIAMETRO 18MM CORPO LISCIO INOX PNP CONNETTORE M12

HHSENS_SQ247    |440N-Z21S17H      |FINECORSA DI SICUREZZA MAGNETICO INOX   |ALLEN BRADLE|SENSAGUARD 2N.C.+1N.O. CONNETTORE M12 8PIN-MICRO CON ATTUATORE INOX M18

HHSENS_SQ248    |RSS16-I2-D-R-ST8H |FINECORSA DI SICUREZZA MAGNETICO RFID   |SCHMERSAL   |CONN.M12 8 POLI COD. 103004367

HHSENS_SQ249    |XS1-N18PC410D     |SENSORE DI PROSS.M18 PNP CONN. 4P M12   |SCHNEIDER   |

HHSENS_SQ250    |RST16-1-R         |TESTIMONE PER FINECORSA DI SIC MAGN RFID|SCHMERSAL   |PER HHSENS_SQ248

HHSENS_SQ251    |V-16-1C5          |INTERRUTTORE MINIATURIZZATO             |OMRON       |

HHSENS_SQ252    |E2A-S08KS02-M1-B2 |PROXIMITY M8 PNP A CONNETTORE M12 N.C.  |OMRON       |INDUTTIVO CORTO

HHSENS_SQ253    |570404	   	       |FINECORSA SICUREZZA CON BLOCCO ELETTRICO|PILZ        |PSENML B 2.2 UNIVOCAMENTE CODIFICATO TESTIMONE COMPRESO

HHSENS_SQ254    |124225	   	       |FINECORSA SICUREZZA CON BLOCCO ELETTRICO|EUCHNER     |CODIFICA UNIVOCA TESTIMONE HHSENS_SQ255 NON COMPRESO

HHSENS_SQ255	   |122667		          |TESTIMONE PER HHSENS_SQ254	             |EUCHNER	    |TESTIMONE PIEGATO IN ALTO PER HHSENS_SQ254

HHSENS_SQ256    |871TM-DH5NP18-D4  |SENSORE DI PROSSIMITA`M18 PNP A CONNETT.|ALLEN BRADLE|INOX

HHSENS_SQ257    |IGT207            |PROX.M18 CORTO PNP PRECABLATO CORPO INOX|IFM         |

HHSENS_SQ258    |AZM300Z-I2-ST-1P2P|FINECORSA SICUREZZA CON BLOCCO ELETTRICO|SCHMERSAL   |COD. 103001439 CODIFICA UNIVOCA TESTIMONE HHSENS_SQ259 NON COMPRESO

HHSENS_SQ259    |AZ/AZM300-B1      |TESTIMONE PER HHSENS_SQ258              |SCHMERSAL   |COD. 101218025

HHSENS_SQ260    |574334            |SENSORE DI PROSSIMITA'                  |FESTO       |SMT-8M-A-PS-24V-E-0,3-M8D, UTILIZZABILE SOLO CON COMPONENTI PNEUMATICI MS6

HHSENS_SQ261    |NS D4AZ1SM0.2-F41 |FINECORSA SICUREZZA CON BLOCCO ELETTRICO|PIZZATO     |COMPLETO DI AZIONATORE - USCITA CAVO VERSO IL BASSO

HHSENS_SQ262    |NS D4AZ1DM0.2-F41 |FINECORSA SICUREZZA CON BLOCCO ELETTRICO|PIZZATO     |COMPLETO DI AZIONATORE - USCITA CAVO LATERALE

HHSENS_SQ263    |3SE6315-0BB02     |FINECORSA SICUREZZA  M12                |SIEMENS     |NECESSARIO TESTIMONE HHSENS_SQ264

HHSENS_SQ264    |3SE6310-0BC01     |TESTIMONE PER FINECORSA DI SICUREZZA    |SIEMENS     |DA UTILIZZARSI CON HHSENS_SQ263

HHSENS_SQ265    |KG6000            |SENS. CAPACITIVO M18 10..30VDC CONN. M12|IFM         |INTERFACCIA IO-LINK

HHSENS_SQ266    |613-8195          |INTERRUTTORE REED RETTTANGOLARE         |R.S.        |COMPLETO DI CAVO - COSTRUTTORE ASSEMTECH MMPSA 240/100

HHSENS_SQ267    |613-8202          |MAGNETE RETTANGOLARE 20X6X14            |R.S.        |PER HHSENS_SQ266 - COSTRUTTORE ASSEMTECH MMPSM

HHSENS_SQ268    |BNS 36-02Z-ST-R   |FINECORSA SICUREZZA                     |SCHMERSAL   |CONNETTORE M8 4 POLI

HHSENS_SQ269    |BPS 36-1          |TESTIMONE PER FINECORSA SICUREZZA       |SCHMERSAL   |PER HHSENS_SQ268

HHSENS_ST001    |TM92 H R          |TERMOREGOLATORE A UP 230V               |IKD         |

HHSENS_ST002    |TCE-J-20-150-2000 |TERMOCOPPIA DIAMETRO 2MM                |IKD         |

HHSENS_ST003    |TCS-V8-JA2-3-150IX|TERMOCOPPIA 3MM A CONNETTORE M8 L=150   |IKD         |

HHSENS_ST004    |PCV-3000-AB       |CAVO A CONNETTORE PER TERMOCOPPIA       |IKD         |

HHSENS_ST005    |CF-M-AA-3-AE      |OGIVA 1/8" FORO 3MM PER TERMOCOPPIA     |IKD         |

HHSENS_ST006    |SK3112            |TERMOSTATO CON CONT. SCAMBIO            |RITTAL      |

HHSENS_ST007    |TM92 L R          |TERMOREGOLATORE A UP MICROPID7 24VDC    |THERMOSYSTEM|

HHSENS_ST008    |TRC-P1B2-X        |TERMORESISTENZA PT100 A CONNETTORE      |IKD         |

HHSENS_ST009    |PRV-3000AC-D      |CAVO PER TERMORESISTENZA  3MT           |IKD         |

HHSENS_ST010    |TCS-V8-JA2-2-150IX|TERMOCOPPIA A CONNETTORE M8 2MM L=150   |IKD         |

HHSENS_ST011    |CF-M-AA-2-AE      |OGIVA 1/8" FORO 2MM PER TERMOCOPPIA     |IKD         |

HHSENS_ST012    |SK 3110.000       |TERMOSTATO PER INTERNO QUADRO           |RITTAL      |

HHSENS_ST013    |TRS-V8-P1B-3-0150X|TERMORESISTENZA A CONN.M8 PT100 3MM L150|IKD         |

HHSENS_ST014    |PRV-3000AB-AXXX   |CAVO A CONN.M8 PER TERMORESISTENZE PT100|IKD         |

HHSENS_ST015    |IK494-3M6-1XX     |TERMOREGOLATORE 24VAC/DC                |IKD         |

HHSENS_ST016    |TSPR-7138AAA      |TERMORESISTENZA A CON.M12 PT100 3MM L150|ENDRESS+HAUS|

HHSENS_ST017    |TTSP-39M2/0       |COME HHSENS_ST016 MA CON CERTIFICATO SIT|ENDRESS+HAUS|

HHSENS_ST018    |TA50-QB           |OGIVA 1/8"FORO 3MM PER SONDE TEMPERATURA|ENDRESS+HAUS|

HHSENS_ST019    |UDC1200-DC120     |REGOLATORE TEMPERATURA/PRESSIONE UDC1000|HONEYWELL   |130002300

HHSENS_ST020    |EVOTRAC#RMX       |TRASMETTITORE DI TEMPERATURA 0-200 GRADI|IKD         |INGRESSO PT100 USCITA 4-20MA SOSTITUITO DA HHSENS_ST026

HHSENS_ST021    |CH#INRASXX        |TERMOREGOLATORE CH402 DOPPIO DISPLAY    |IKD         |INGR.TC,PT100-1000,V,MA-ALIM.21-48VAC/DC USCITE A RELE'

HHSENS_ST022    |PRV-5000AB-AXXX   |CAVO A CONN.M8 PER TERMORESISTENZE PT100|IKD         |

HHSENS_ST023    |EIR014814158      |PIROMETRO OTTICO IR14 814 T15 C8        |IRTECH      |RANGE TEMPERATURA -50/+600 GRADI CAVO 8M

HHSENS_ST024    |EISRSETH          |KIT ETH. PER PIROMETRO IR14/20/60/100   |IRTECH      |INTERFACCIA ETHERNET PER HHSENS_ST023

HHSENS_ST025    |TRS-V8-P1B-3-0150X|TERMORESISTENZA A CONN.M8 PT100 3MM L150|IKD         |CON REPORT DI CALIBRAZIONE IKD

HHSENS_ST026    |EVOMINI+C#RMX     |TRASMETTITORE DI TEMPERATURA 0-200 GRADI|IKD         |INGRESSO PT100 USCITA 4-20MA TARATURA 0-200GRADI C

HHSENS_ST027    |TMR31-A1FAAAYY1AEA|SENSORE DI TEMPERATURA 0-200 GRADI      |ENDRESS+HAUS|CERTIFICATO SIT-LUNGHEZZA 150MM ANNULLATO

HHSENS_ST028    |TMR31-A1FAAAYY1AEA|SENSORE DI TEMPERATURA 0-200GC 4-20MA   |ENDRESS+HAUS|CERTIFICATO SIT-LUNGHEZZA 150MM PIEGABILE

HHSENS_ST029    |TMR31-A11AAAYY1AAA|TERMORES.A CONN.M12 PT100 3MM L150      |ENDRESS+HAUS|PT100 VERSIONE PIEGABILE SOSTITUISCE HHSENS_ST016

HHSENS_ST030    |TMR31-A11AAAYY1AEA|TERMORES.A CONN.M12 PT100 3MM L150 CERT.|ENDRESS+HAUS|CON CERTIFICATO DI CALIBRAZIONE SOSTITUISCE HHSENS_ST017

HHSENS_ST031    |DF-DFR0198        |SENSORE DI TEMPERATURA DS18B20 INCAPSUL.|ROBOT DOMEST|IN CUSTODIA INOX WATERPROOF

HHSENS_ST032    |EIR006814C3       |PIROMETRO OTTICO IR6 814 C3             |IRTECH      |RANGE TEMPERATURA -20/+1000 GRADI CAVO 3M

HHSENS_ST033    |EISRSUSBK         |KIT USB PER IR6/IR10/IR12/IR40          |IRTECH      |INTERFACCIA USB PER HHSENS_ST032

HHSENS_ST034    |3114200           |TERMOSTATO DIGITALE PER INTERNO QUADRO  |RITTAL      |MULTITENSIONE A DUE SOGLIE

HHSENS_SV001    |IS5400-00         |SISTEMA DI VISIONE                      |COGNEX      |

HHSENS_SV002    |CIO-1400          |MODULO I/O PER SISTEMA DI VISIONE       |COGNEX      |

HHSENS_SV003    |LNS-HF125HA1-00   |LENTE 12,5MM PER SISTEMA DI VISIONE     |COGNEX      |

HHSENS_SV004    |CLM-LDR270RD-00   |ILLUMINATORE PER SISTEMA DI VISIONE     |COGNEX      |

HHSENS_SV005    |IC00-PSB-1012V-WW |ALIMENTATORE PER ILLUMINATORE           |COGNEX      |PER SISTEMA DI VISIONE

HHSENS_SV010    |BS40C0W20         |SENSORE DI VISIONE A COLORI-LUCE BIANCA |WENGLOR     |

HHSENS_SV011    |S88-2MPUR         |CAVO A CONNETTORE 8 POLI M12X1 SCHERMATO|WENGLOR     |PER SENSORE DI VISIONE

HHSENS_SV012    |WMS12AL           |KIT DI FISSAGGIO FORMA M IN ALLUMINIO   |WENGLOR     |PER SENSORE DI VISIONE

HHSENS_SV020    |ZFVSC90-22482500  |SENSORE DI VISIONE ZFV A COLORI         |OMRON       |

HHSENS_SV021    |ZFVCA45-22412600  |ILLUMINATORE PER SISTEMA DI VISIONE ZFV |OMRON       |

HHSENS_SV022    |ZFVXC8BV2-224131  |CAVO PER SISTEMA DI VISIONE ZFV 8 METRI |OMRON       |

HHSENS_SV023    |ZFVXMF2-22767200  |STAFFA DI FISSAGGIO SENSORE DI VISIONE  |OMRON       |

HHSENS_SV024    |C4G7C-24C-E00     |SISTEMA DI VISIONE CHECKER A COLORI C4G7|COGNEX      |

